Tipo Imóvel,Bairro,Dormitorios,Banheiros,Garagens,A. Terreno M²,A. Construída M²,Alarme,Ar Condicionado,Armários,Box Blindex,Cerca Elétrica,Churrasqueira,Cozinha,Escritório,Home Theater,Iluminação,Lavabo,Piscina,Porcelanato,Portão Eletronico,Sala de Estar,Sala de Jantar,Semi Mobiliado,Varanda,Precio
Casa Padrão,Jardim Pancera,2,3,4,462.00 ,260.00 ,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1400000.00
Apartamento Padrão,Jardim La Salle,2,3,2,0,130.00 ,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1200000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.18 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.07 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000.00
Terreno Lote,Jardim Tocantins,0,0,0,416.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792072.00
Terreno Lote,Jardim Tocantins,0,0,0,360.47 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576752.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.41 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000.00
Casa Padrão,Jardim Pancera,1,3,2,432.00 ,160.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,550000.00
Terreno Lote,São Francisco,0,0,0,265.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000.00
Terreno Lote,São Francisco,0,0,0,265.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000.00
Apartamento Padrão,Centro,1,2,,0,40.00 ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159000.00
Casa Padrão,Jardim Panorama,2,4,2,297.30 ,200.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,450000.00
Casa Padrão,Jardim Tocantins,1,2,,360.00 ,180.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,540000.00
Apartamento Padrão,Jardim Gisela,2,3,2,222.00 ,222.00 ,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,590000.00
Casa Padrão,São Francisco,1,2,2,137.00 ,66.63 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,245000.00
Casa Padrão,São Francisco,1,2,2,150.00 ,64.98 ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,280000.00
Casa Padrão,São Francisco,1,2,2,150.00 ,64.98 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,220000.00
Terreno Chácara,Jardim Tocantins,0,0,0,6475.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200000.00
Apartamento Padrão,Jardim Gisela,1,2,,65.84 ,56.04 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,200000.00
Casa Padrão,Jardim Gisela,1,3,3,207.23 ,207.23 ,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,375000.00
Apartamento Padrão,Jardim Santa Maria,1,2,2,0,65.00 ,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,400000.00
Apartamento Padrão,Centro,1,3,2,125.58 ,84.52 ,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,450000.00
Apartamento Padrão,Jardim Pancera,1,,2,0,107.38 ,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,440000.00
Apartamento Padrão,Jardim Gisela,1,2,,0,57.18 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,440000.00
Apartamento Padrão,Centro,2,3,2,0,103.47 ,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,595000.00
Terreno Lote,Jardim Santa Clara IV,0,0,0,250.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000.00
Terreno Lote,Jardim Santa Clara IV,0,0,0,250.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000.00
Terreno Lote,Jardim Santa Clara IV,0,0,0,250.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000.00
Apartamento Padrão,Jardim Santa Maria,1,,2,0,68.90 ,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,375000.00
Casa Padrão,Vila Pioneiro,1,2,,700.11 ,100.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,370000.00
Casa Padrão,Vila Industrial,1,2,,223.44 ,120.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,390000.00
Casa Padrão,Jardim Europa,1,2,,258.00 ,99.00 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,299000.00
Casa Padrão,Vila Becker,1,2,,275.00 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,350000.00
Casa Padrão,Vila Pioneiro,1,3,2,301.95 ,200.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,350000.00
Apartamento Padrão,Jardim Gisela,1,2,2,0,74.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,380000.00
Apartamento Padrão,Jardim Gisela,1,2,2,0,74.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,380000.00
Apartamento Padrão,Jardim Gisela,1,2,2,0,74.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,380000.00
Apartamento Padrão,Jardim Gisela,1,2,2,0,74.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,380000.00
Apartamento Padrão,Jardim Gisela,1,2,2,0,74.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,380000.00
Apartamento Padrão,Jardim Gisela,1,2,2,0,74.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,380000.00
Apartamento Padrão,Jardim Gisela,1,2,2,0,74.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,390000.00
Apartamento Padrão,Jardim Gisela,1,2,2,0,74.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,390000.00
Casa Padrão,Jardim Panorama,2,2,2,253.68 ,122.00 ,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,400000.00
Casa Padrão,Jardim Tocantins,1,3,,162.00 ,83.02 ,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,370000.00
Apartamento Padrão,Vila Industrial,2,3,2,229.11 ,117.79 ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,887100.00
Apartamento Padrão,Vila Industrial,2,3,2,229.11 ,117.79 ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,863150.00
Apartamento Padrão,Vila Industrial,2,3,2,229.11 ,117.79 ,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,845700.00
Apartamento Padrão,São Francisco,1,2,,72.69 ,70.22 ,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,650.00
Apartamento Padrão,Centro,1,3,2,0,190.00 ,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1475000.00
Casa Sobrado,Jardim Coopagro,2,3,3,129.16 ,104.93 ,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,520000.00
Apartamento Duplex,Jardim La Salle,3,3,4,0,162.00 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1450000.00
Terreno Lote,Jardim Panorama,0,0,0,5804.35 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000.00
Terreno Lote,Jardim Panorama,0,0,0,5758.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000.00
Terreno Lote,Jardim Bressan,0,0,0,11166.16 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000.00
Apartamento Padrão,Jardim Concórdia,1,2,,0,56.97 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,245000.00
Terreno Lote,Jardim Tocantins,0,0,0,388.02 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375000.00
Terreno Lote,Jardim Tocantins,0,0,0,389.44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375000.00
Terreno Lote,Jardim Tocantins,0,0,0,389.44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305000.00
Terreno Lote,Jardim Tocantins,0,0,0,371.94 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255000.00
Terreno Lote,Jardim Tocantins,0,0,0,372.34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365000.00
Apartamento Padrão,Jardim La Salle,2,3,2,0,110.00 ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,890000.00
Terreno Chácara,Vila Industrial,0,0,0,24640.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5913600.00
Terreno Lote,Jardim Pancera,0,0,0,531.78 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530000.00
Terreno Lote,Jardim Pancera,0,0,0,447.63 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000.00
Terreno Lote,Jardim Pancera,0,0,0,720.81 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.00
Terreno Lote,Jardim Pancera,0,0,0,365.32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365000.00
Terreno Lote,Jardim Pancera,0,0,0,457.98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435000.00
Terreno Lote,Jardim Pancera,0,0,0,442.60 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435000.00
Terreno Lote,Jardim Pancera,0,0,0,754.44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690000.00
Apartamento Padrão,Centro,2,3,4,195.67 ,161.37 ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,650000.00
Apartamento Padrão,Jardim Concórdia,2,3,2,0,84.12 ,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,395000.00
Apartamento Duplex,Centro,2,3,3,0,126.74 ,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,845000.00
Casa Padrão,Pinheirinho,1,2,,125.00 ,50.00 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,220000.00
Casa Sobrado,Vila Industrial,1,3,3,107.00 ,103.50 ,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,560000.00
Apartamento Padrão,Centro,1,2,,0,50.36 ,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,285000.00
Casa Padrão,Jardim Europa,2,2,,308.30 ,60.32 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,210000.00
Apartamento Padrão,Jardim La Salle,1,2,2,0,100.94 ,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,650000.00
Casa Padrão,Jardim Europa,3,3,,390.00 ,84.10 ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360000.00
Casa Padrão,Jardim Europa,1,3,2,300.00 ,65.23 ,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,360000.00
Casa Padrão,Jardim Porto Alegre,1,4,3,375.00 ,200.00 ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,480000.00
Casa Padrão,São Francisco,2,3,,275.00 ,120.00 ,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,300000.00
Terreno Lote,Jardim Tocantins,0,0,0,360.04 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000.00
Terreno Lote,Jardim Tocantins,0,0,0,361.66 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000.00
Casa Padrão,Distrito de Novo Sarandi,1,2,,275.00 ,44.40 ,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,150000.00
Apartamento Padrão,Centro,2,3,3,0,164.00 ,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,900000.00
Casa Sobrado,Vila Industrial,5,4,5,460.00 ,600.00 ,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,3200000.00
Terreno Lote,Jardim Tocantins,0,0,0,621.37 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807781.00
Terreno Lote,Jardim Tocantins,0,0,0,601.28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450960.00
Terreno Lote,Jardim Tocantins,0,0,0,603.04 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572888.00
Terreno Lote,Jardim Tocantins,0,0,0,700.03 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820000.00
Terreno Lote,Jardim Tocantins,0,0,0,885.63 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948386.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780689.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660583.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780689.00
Apartamento Duplex,Centro,2,3,3,0,124.10 ,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,838000.00
Apartamento Padrão,Centro,2,2,2,0,76.30 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,563500.00
Apartamento Padrão,Centro,2,2,2,0,76.30 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,558000.00
Apartamento Padrão,Centro,2,2,2,0,78.88 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,560200.00
Apartamento Padrão,Centro,2,2,2,0,78.88 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,552900.00
Apartamento Padrão,Centro,2,2,2,0,78.88 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,554900.00
Apartamento Padrão,Centro,2,2,2,0,76.30 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,547500.00
Apartamento Padrão,Centro,2,2,2,158.39 ,78.88 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,551000.00
Terreno Lote,Jardim Coopagro,0,0,0,476.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.00
Casa Padrão,Vila Industrial,4,4,3,450.00 ,200.00 ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,780000.00
Apartamento Padrão,Centro,2,3,3,169.00 ,135.74 ,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,750000.00
Terreno Lote,Jardim Pancera,0,0,0,416.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000.00
Terreno Lote,Jardim Pancera,0,0,0,416.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000.00
Terreno Lote,Jardim Pancera,0,0,0,416.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000.00
Terreno Lote,Jardim Pancera,0,0,0,416.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000.00
Terreno Lote,Jardim Pancera,0,0,0,416.88 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000.00
Casa Sobrado,Vila Industrial,2,2,3,383.00 ,200.00 ,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,750000.00
Casa Sobrado,Jardim Gisela,2,3,3,148.48 ,163.06 ,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,680000.00
Casa Sobrado,Jardim La Salle,2,3,3,230.16 ,219.30 ,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1200000.00
Apartamento Padrão,Centro,2,2,2,0,139.51 ,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,415000.00
Apartamento Padrão,Jardim Concórdia,1,2,,0,53.83 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,200000.00
Terreno Lote,Jardim Tocantins,0,0,0,893.06 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803754.00
Terreno Lote,Tocantins,0,0,0,696.82 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661979.00
Terreno Lote,Tocantins,0,0,0,737.60 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700720.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420371.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420371.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420371.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528466.40
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420371.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420371.00
Terreno Lote,Jardim Tocantins,0,0,0,600.53 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420371.00
Apartamento Padrão,Centro,1,2,2,84.96 ,79.43 ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,440000.00
Terreno Lote,Vila Becker,0,0,0,490.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000.00
Casa Padrão,Jardim Pancera,,4,2,1668.01,226.84 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980000.00
Terreno Chácara,Área Rural de Toledo,0,0,0,5625.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000.00
Apartamento Padrão,Vila Industrial,2,2,,0,54.00 ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,300000.00
Apartamento Padrão,Jardim La Salle,2,3,2,0,120.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,600000.00
Apartamento Padrão,Jardim La Salle,2,3,2,0,120.00 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,775000.00
Casa Padrão,Vila Pioneiro,2,3,3,450.00 ,250.00 ,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,600000.00
Casa Padrão,Jardim Coopagro,1,2,2,132.72 ,59.48 ,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,229000.00
Terreno Lote,Jardim Tocantins,0,0,0,505.70 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000.00
Casa Sobrado,Jardim Pancera,2,4,4,378.10 ,340.00 ,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1850000.00
Terreno Lote,Vila Pioneiro,0,0,0,705.00 ,45.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000.00
Apartamento Padrão,Jardim La Salle,3,3,4,330.99 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1893036.28
Apartamento Padrão,Jardim La Salle,3,3,4,333.71 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1891597.81
Apartamento Padrão,Jardim La Salle,3,3,4,333.08 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1869107.49
Apartamento Padrão,Jardim La Salle,3,3,4,329.07 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1846605.03
Apartamento Padrão,Jardim La Salle,3,3,4,334.79 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1859027.33
Apartamento Padrão,Jardim La Salle,3,3,4,331.35 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1839925.64
Apartamento Padrão,Jardim La Salle,3,3,4,334.57 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1838146.83
Apartamento Padrão,Jardim La Salle,3,3,4,332.10 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1824576.51
Apartamento Padrão,Jardim La Salle,3,3,4,331.14 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1819302.21
Apartamento Padrão,Jardim La Salle,2,3,4,332.03 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1807932.52
Apartamento Padrão,Jardim La Salle,2,3,4,314.93 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1714821.52
Apartamento Padrão,Jardim La Salle,2,3,4,330.76 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1801017.26
Apartamento Padrão,Jardim La Salle,2,3,4,328.78 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1790235.98
Apartamento Padrão,Jardim La Salle,2,3,4,323.16 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1759634.59
Apartamento Padrão,Jardim La Salle,2,3,4,308.59 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1662171.18
Apartamento Padrão,Jardim La Salle,2,3,4,307.91 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1658508.47
Apartamento Padrão,Jardim La Salle,2,3,4,308.36 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1660932.32
Apartamento Padrão,Jardim La Salle,2,3,4,308.36 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1660932.32
Apartamento Padrão,Jardim La Salle,2,3,4,315.45 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1699121.48
Apartamento Padrão,Jardim La Salle,2,3,4,308.49 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1661632.54
Apartamento Padrão,Jardim La Salle,2,3,4,309.34 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1631675.01
Apartamento Padrão,Jardim La Salle,2,3,4,307.61 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1622549.78
Apartamento Padrão,Jardim La Salle,2,3,4,307.32 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1621020.12
Apartamento Padrão,Jardim La Salle,2,3,4,309.18 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1630831.06
Apartamento Padrão,Jardim La Salle,2,3,4,312.10 ,171.50 ,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1646233.17
Casa Padrão,Jardim Pancera,2,3,2,180.00 ,102.88 ,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,600000.00
Terreno Lote,Jardim Tocantins,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000.00
Terreno Lote,Jardim Tocantins,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000.00
Terreno Lote,Jardim Panorama,0,0,0,420.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000.00
Apartamento Padrão,Jardim La Salle,2,3,2,169.93 ,119.29 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,770700.35
Apartamento Padrão,Jardim La Salle,2,3,2,172.98 ,121.91 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,784533.32
Apartamento Padrão,Jardim La Salle,2,3,2,168.53 ,118.23 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,739074.75
Apartamento Padrão,Jardim La Salle,2,3,2,169.93 ,119.29 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,745214.34
Apartamento Padrão,Jardim La Salle,2,3,2,172.98 ,121.91 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,758589.87
Apartamento Padrão,Jardim La Salle,2,3,2,171.48 ,118.23 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,714110.11
Apartamento Padrão,Jardim La Salle,2,3,2,0,121.91 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,734932.08
Apartamento Padrão,Jardim La Salle,2,3,2,172.86 ,119.29 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,691350.11
Apartamento Padrão,Jardim La Salle,2,3,2,173.11 ,117.49 ,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,677999.16
Terreno Lote,Jardim Tocantins,0,0,0,426.33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000.00
